,PID,First_Name,Last_Name,Gender,Age,Department,Location,Employee_Status,Pay_Grade,Start_Date
9088,HI565641,Richard,Garcia,Male,28.0,Rigger,Outfitting Docks,3,22,2023-07-31
9089,HI295189,Elizabeth,Miller,Female,41.0,Rigger,Storage Areas,4,28,2023-07-31
9090,HI845680,Jessica,Johnson,Female,20.0,Rigger,Cranes and Heavy Lifting Equipment,3,28,2023-08-14
9091,HI891265,Jessica,Smith,Female,21.0,Rigger,Wet Docks,3,18,2023-08-14
9092,HI043751,Michael,Jones,Male,60.0,Rigger,Testing Facilities,3,18,2023-08-28
9093,HI429825,James,Martinez,Male,64.0,Rigger,Paint Shops,3,25,2023-08-28
9094,HI317290,Mary,Smith,Female,62.0,Rigger,Storage Areas,3,28,2023-09-04
9095,HI463783,Susan,Miller,Female,49.0,Rigger,Storage Areas,4,22,2023-09-04
9096,HI936532,Jessica,Martinez,Female,28.0,Rigger,Slipways,4,28,2023-09-18
9097,HI358748,Barbara,Smith,Female,59.0,Rigger,Fabrication Shops,2,22,2023-09-18
9098,HI843254,Linda,Johnson,Female,39.0,Rigger,Fabrication Shops,4,18,2023-09-25
9099,HI041747,Thomas,Johnson,Male,44.0,Rigger,Fabrication Shops,2,28,2023-09-25
9100,HI712835,Jessica,Davis,Female,37.0,Rigger,Cranes and Heavy Lifting Equipment,3,18,2023-10-02
9101,HI666606,Richard,Brown,Male,24.0,Rigger,Administrative Offices,3,25,2023-10-09
9102,HI072327,Mary,Williams,Female,23.0,Rigger,Testing Facilities,2,25,2023-10-16
9103,HI442080,Barbara,Brown,Female,29.0,Rigger,Outfitting Docks,3,18,2023-10-23
9104,HI674728,David,Smith,Male,41.0,Rigger,Fabrication Shops,2,18,2023-10-30
9105,HI594231,Jennifer,Miller,Female,63.0,Rigger,Wet Docks,3,28,2023-11-06
9106,HI580447,Michael,Williams,Male,35.0,Rigger,Slipways,1,22,2023-11-20
9107,HI213127,James,Martinez,Male,28.0,Rigger,Storage Areas,1,18,2023-11-20
9108,HI516572,Charles,Williams,Male,49.0,Rigger,Cranes and Heavy Lifting Equipment,1,25,2023-11-20
9109,HI053266,Sarah,Johnson,Female,31.0,Rigger,Slipways,3,18,2023-11-20
9110,HI171485,John,Martinez,Male,45.0,Rigger,Outfitting Docks,3,22,2023-11-20
9111,HI279748,Richard,Martinez,Male,59.0,Rigger,Cranes and Heavy Lifting Equipment,4,28,2023-11-27
9112,HI283947,Richard,Johnson,Male,60.0,Rigger,Paint Shops,1,22,2023-11-27
9113,HI090549,Jessica,Miller,Female,21.0,Rigger,Testing Facilities,2,28,2023-11-27
9114,HI848571,Susan,Davis,Female,29.0,Rigger,Administrative Offices,1,18,2023-12-04
9115,HI865379,James,Brown,Male,41.0,Rigger,Storage Areas,1,28,2023-12-11
9116,HI957035,Michael,Jones,Male,22.0,Rigger,Fabrication Shops,2,25,2023-12-11
9117,HI708737,Elizabeth,Rodriguez,Female,49.0,Rigger,Storage Areas,3,22,2023-12-25
9118,HI134604,Jennifer,Johnson,Female,42.0,Rigger,Wet Docks,2,22,2023-12-25
9119,HI922298,Mary,Williams,Female,48.0,Rigger,Wet Docks,4,25,2024-01-08
9120,HI727531,Karen,Jones,Female,27.0,Rigger,Storage Areas,3,22,2024-01-15
9121,HI467993,Robert,Jones,Male,41.0,Rigger,Cranes and Heavy Lifting Equipment,2,25,2024-01-22
9122,HI681617,John,Williams,Male,19.0,Rigger,Fabrication Shops,4,25,2024-01-29
9123,HI445450,Thomas,Smith,Male,27.0,Rigger,Fabrication Shops,4,22,2024-01-29
9124,HI480374,Jessica,Garcia,Female,25.0,Rigger,Fabrication Shops,2,25,2024-02-12
9125,HI279967,Robert,Martinez,Male,50.0,Rigger,Slipways,3,22,2024-02-19
9126,HI488972,Sarah,Miller,Female,32.0,Rigger,Dry Docks,2,25,2024-03-11
9127,HI957160,Patricia,Brown,Female,29.0,Rigger,Fabrication Shops,3,25,2024-03-11
9128,HI241110,Jessica,Davis,Female,48.0,Rigger,Outfitting Docks,4,22,2024-03-18
9129,HI098594,Karen,Davis,Female,55.0,Rigger,Fabrication Shops,1,22,2024-03-18
9130,HI314278,Mary,Johnson,Female,34.0,Rigger,Fabrication Shops,1,18,2024-03-18
9131,HI731208,Susan,Martinez,Female,47.0,Rigger,Testing Facilities,3,18,2024-04-08
9132,HI776119,William,Brown,Male,48.0,Rigger,Testing Facilities,1,28,2024-04-22
9133,HI367618,Elizabeth,Davis,Unknown,26.0,Rigger,Fabrication Shops,4,25,2024-04-29
9134,HI632456,Robert,Rodriguez,Unknown,48.0,Rigger,Dry Docks,1,25,2024-05-06
9135,HI128349,Jennifer,Davis,Female,28.0,Rigger,Cranes and Heavy Lifting Equipment,4,28,2024-05-13
9136,HI069517,Karen,Johnson,Female,46.0,Rigger,Outfitting Docks,3,18,2024-05-20
9137,HI125479,Karen,Johnson,Female,47.0,Rigger,Storage Areas,2,28,2024-05-20
9138,HI325730,Sarah,Davis,Female,42.0,Rigger,Testing Facilities,1,25,2024-05-20
9139,HI852612,Richard,Martinez,Male,19.0,Rigger,Storage Areas,1,25,2024-05-20
9140,HI790147,John,Brown,Male,29.0,Rigger,Slipways,3,18,2024-06-10
9141,HI977786,Linda,Garcia,Female,42.0,Rigger,Fabrication Shops,4,25,2024-06-10
9142,HI741359,Jennifer,Martinez,Female,37.0,Rigger,Storage Areas,4,25,2024-06-24
9143,HI076065,Linda,Miller,Female,29.0,Rigger,Paint Shops,2,22,2024-06-24
9144,HI891389,Jennifer,Miller,Female,44.0,Rigger,Paint Shops,2,25,2024-07-08
9145,HI254952,Charles,Martinez,Male,59.0,Rigger,Paint Shops,3,18,2024-07-08
9146,HI831464,Michael,Rodriguez,Male,38.0,Rigger,Dry Docks,1,22,2024-07-29
9147,HI695862,James,Brown,Male,21.0,Rigger,Outfitting Docks,3,28,2024-07-29
9148,HI420049,Barbara,Johnson,Female,26.0,Rigger,Fabrication Shops,2,25,2024-08-05
9149,HI860566,James,Smith,Male,32.0,Rigger,Storage Areas,3,28,2024-08-05
9150,HI735040,Robert,Davis,Male,55.0,Rigger,Wet Docks,2,25,2024-08-05
9151,HI523200,Joseph,Jones,Male,57.0,Rigger,Fabrication Shops,1,28,2024-08-05
9152,HI112238,Karen,Miller,Female,62.0,Rigger,Administrative Offices,1,22,2024-08-12
9153,HI168336,Robert,Jones,Male,38.0,Rigger,Testing Facilities,1,18,2024-08-26
9154,HI113060,Karen,Brown,Female,65.0,Rigger,Administrative Offices,3,28,2024-09-02
9155,HI412851,William,Brown,Male,58.0,Rigger,Wet Docks,4,28,2024-09-16
9156,HI056746,Patricia,Rodriguez,Female,64.0,Rigger,Administrative Offices,1,25,2024-09-16
9157,HI822068,Jennifer,Smith,Female,62.0,Rigger,Testing Facilities,1,22,2024-09-16
9158,HI037521,Barbara,Martinez,Female,43.0,Rigger,Slipways,4,28,2024-09-23
9159,HI250909,Jennifer,Rodriguez,Female,48.0,Rigger,Administrative Offices,2,28,2024-09-30
9160,HI234985,Susan,Brown,Female,27.0,Rigger,Storage Areas,3,18,2024-09-30
9161,HI225718,Jessica,Williams,Female,48.0,Rigger,Dry Docks,3,18,2024-10-07
9162,HI073297,Joseph,Smith,Male,38.0,Rigger,Fabrication Shops,2,28,2024-10-14
9163,HI597915,Jessica,Smith,Unknown,59.0,Rigger,Testing Facilities,4,22,2024-10-14
9164,HI390775,John,Johnson,Male,37.0,Rigger,Testing Facilities,3,25,2024-10-21
9165,HI100395,Mary,Davis,Female,28.0,Rigger,Storage Areas,3,18,2024-10-28
9166,HI511274,Linda,Rodriguez,Female,41.0,Rigger,Slipways,4,28,2024-10-28
9167,HI802564,Richard,Miller,Male,29.0,Rigger,Administrative Offices,1,28,2024-11-11
9168,HI405899,Michael,Miller,Male,24.0,Rigger,Storage Areas,3,22,2024-11-18
9169,HI092636,Joseph,Miller,Male,19.0,Rigger,Testing Facilities,3,22,2024-11-18
9170,HI157478,Susan,Miller,Female,40.0,Rigger,Administrative Offices,2,18,2024-11-25
9171,HI930203,Patricia,Jones,Unknown,42.0,Rigger,Slipways,3,18,2024-12-09
9172,HI927800,Robert,Johnson,Male,58.0,Rigger,Testing Facilities,4,25,2024-12-09
9173,HI822764,Jessica,Davis,Unknown,58.0,Rigger,Testing Facilities,3,18,2024-12-09
9174,HI607424,Michael,Davis,Male,53.0,Rigger,Paint Shops,1,18,2024-12-16
9175,HI516359,Joseph,Brown,Male,32.0,Rigger,Wet Docks,2,28,2024-12-23
9176,HI451375,Joseph,Garcia,Male,38.0,Rigger,Slipways,4,22,2024-12-30
9177,HI957119,Barbara,Smith,Female,65.0,Outside Machinist,Paint Shops,2,18,2003-02-17
9178,HI710652,Michael,Miller,Male,64.0,Outside Machinist,Wet Docks,2,18,2003-02-24
9179,HI030723,Michael,Jones,Male,18.0,Outside Machinist,Paint Shops,3,25,2003-04-07
9180,HI193868,Elizabeth,Smith,Female,34.0,Outside Machinist,Testing Facilities,3,25,2003-05-12
9181,HI269744,Susan,Williams,Female,41.0,Outside Machinist,Slipways,3,28,2003-05-12
9182,HI960611,Patricia,Miller,Unknown,49.0,Outside Machinist,Outfitting Docks,2,25,2003-05-26
9183,HI604273,Joseph,Garcia,Male,20.0,Outside Machinist,Testing Facilities,2,28,2003-06-16
9184,HI176985,Patricia,Davis,Female,52.0,Outside Machinist,Slipways,2,22,2003-09-08
9185,HI972088,Elizabeth,Brown,Female,48.0,Outside Machinist,Fabrication Shops,3,28,2003-09-15
9186,HI293762,Charles,Johnson,Male,44.0,Outside Machinist,Storage Areas,3,22,2003-10-06
9187,HI305733,James,Davis,Male,64.0,Outside Machinist,Wet Docks,4,25,2003-10-27
9188,HI227298,Charles,Garcia,Male,47.0,Outside Machinist,Administrative Offices,4,28,2003-11-03
9189,HI236856,Elizabeth,Davis,Female,51.0,Outside Machinist,Testing Facilities,3,28,2003-11-17
9190,HI366536,Jessica,Davis,Female,34.0,Outside Machinist,Paint Shops,4,28,2003-11-24
9191,HI293615,William,Jones,Male,45.0,Outside Machinist,Storage Areas,2,25,2003-11-24
9192,HI312178,Barbara,Jones,Female,45.0,Outside Machinist,Outfitting Docks,3,22,2003-12-22
9193,HI571043,Patricia,Jones,Unknown,25.0,Outside Machinist,Testing Facilities,2,25,2003-12-29
9194,HI077126,Richard,Williams,Male,52.0,Outside Machinist,Outfitting Docks,2,18,2004-01-05
9195,HI302752,James,Rodriguez,Male,62.0,Outside Machinist,Testing Facilities,1,25,2004-02-16
9196,HI139089,Linda,Miller,Female,57.0,Outside Machinist,Administrative Offices,2,28,2004-03-15
9197,HI519637,Robert,Davis,Male,59.0,Outside Machinist,Cranes and Heavy Lifting Equipment,4,28,2004-03-29
9198,HI326647,Jessica,Martinez,Unknown,55.0,Outside Machinist,Wet Docks,4,28,2004-04-12
9199,HI088695,Mary,Rodriguez,Female,63.0,Outside Machinist,Administrative Offices,3,28,2004-04-12
9200,HI183285,Michael,Martinez,Male,62.0,Outside Machinist,Fabrication Shops,3,22,2004-04-12
9201,HI505142,Elizabeth,Williams,Female,56.0,Outside Machinist,Slipways,3,22,2004-05-10
9202,HI359683,William,Miller,Male,61.0,Outside Machinist,Slipways,3,18,2004-05-17
9203,HI015338,Karen,Rodriguez,Female,46.0,Outside Machinist,Paint Shops,3,25,2004-06-21
9204,HI193772,Linda,Miller,Female,63.0,Outside Machinist,Testing Facilities,2,25,2004-07-05
9205,HI015060,Karen,Smith,Female,23.0,Outside Machinist,Dry Docks,2,18,2004-08-30
9206,HI817296,Charles,Miller,Male,63.0,Outside Machinist,Fabrication Shops,3,18,2004-09-13
9207,HI756895,James,Davis,Male,39.0,Outside Machinist,Fabrication Shops,4,28,2004-09-13
9208,HI095032,Joseph,Williams,Male,19.0,Outside Machinist,Dry Docks,1,25,2004-09-20
9209,HI088719,Susan,Davis,Female,59.0,Outside Machinist,Dry Docks,4,28,2004-10-04
9210,HI753376,Barbara,Rodriguez,Female,18.0,Outside Machinist,Testing Facilities,1,25,2004-10-18
9211,HI102834,James,Smith,Male,44.0,Outside Machinist,Outfitting Docks,4,25,2004-11-01
9212,HI499571,John,Johnson,Male,36.0,Outside Machinist,Outfitting Docks,3,25,2004-11-08
9213,HI112394,Sarah,Miller,Female,46.0,Outside Machinist,Fabrication Shops,4,22,2004-11-15
9214,HI959929,Richard,Davis,Unknown,63.0,Outside Machinist,Fabrication Shops,1,25,2004-11-15
9215,HI237327,David,Jones,Male,52.0,Outside Machinist,Fabrication Shops,4,18,2004-11-15
9216,HI894526,Thomas,Jones,Male,62.0,Outside Machinist,Slipways,2,28,2004-12-20
9217,HI851778,Joseph,Davis,Male,35.0,Outside Machinist,Slipways,2,25,2004-12-27
9218,HI743875,Robert,Williams,Male,65.0,Outside Machinist,Paint Shops,3,18,2005-01-10
9219,HI914217,Patricia,Brown,Female,25.0,Outside Machinist,Paint Shops,2,22,2005-02-07
9220,HI010049,Michael,Rodriguez,Male,48.0,Outside Machinist,Storage Areas,4,28,2005-03-28
9221,HI544926,Elizabeth,Johnson,Female,56.0,Outside Machinist,Fabrication Shops,2,18,2005-04-11
9222,HI234591,Karen,Martinez,Female,30.0,Outside Machinist,Slipways,3,28,2005-04-18
9223,HI845603,Charles,Rodriguez,Male,64.0,Outside Machinist,Testing Facilities,3,18,2005-04-25
9224,HI257990,Charles,Garcia,Male,64.0,Outside Machinist,Administrative Offices,2,25,2005-05-02
9225,HI690318,James,Martinez,Male,60.0,Outside Machinist,Testing Facilities,3,22,2005-05-09
9226,HI304761,Sarah,Johnson,Female,55.0,Outside Machinist,Paint Shops,1,22,2005-05-16
9227,HI755528,Patricia,Brown,Female,62.0,Outside Machinist,Outfitting Docks,2,25,2005-05-30
9228,HI255272,William,Johnson,Male,51.0,Outside Machinist,Administrative Offices,3,28,2005-05-30
9229,HI024726,Patricia,Brown,Female,46.0,Outside Machinist,Slipways,4,22,2005-07-04
9230,HI733158,Linda,Jones,Unknown,55.0,Outside Machinist,Outfitting Docks,3,18,2005-08-01
9231,HI467476,Michael,Davis,Male,32.0,Outside Machinist,Testing Facilities,4,18,2005-08-01
9232,HI272015,David,Martinez,Male,25.0,Outside Machinist,Cranes and Heavy Lifting Equipment,1,18,2005-09-26
9233,HI296265,William,Jones,Male,47.0,Outside Machinist,Fabrication Shops,2,18,2005-10-10
9234,HI083306,Karen,Martinez,Female,23.0,Outside Machinist,Testing Facilities,2,25,2005-10-17
9235,HI735230,William,Williams,Male,63.0,Outside Machinist,Outfitting Docks,3,28,2005-11-07
9236,HI655248,Michael,Williams,Male,30.0,Outside Machinist,Fabrication Shops,4,18,2005-11-07
9237,HI970579,Mary,Smith,Female,59.0,Outside Machinist,Slipways,2,25,2005-11-14
9238,HI604861,James,Johnson,Unknown,44.0,Outside Machinist,Cranes and Heavy Lifting Equipment,3,18,2005-11-21
9239,HI997865,James,Johnson,Male,34.0,Outside Machinist,Fabrication Shops,3,22,2005-11-21
9240,HI059570,Linda,Johnson,Female,27.0,Outside Machinist,Storage Areas,3,25,2006-01-16
9241,HI860664,Karen,Johnson,Female,59.0,Outside Machinist,Administrative Offices,2,28,2006-01-30
9242,HI549655,Barbara,Miller,Female,29.0,Outside Machinist,Slipways,2,28,2006-02-06
9243,HI556627,Robert,Brown,Male,38.0,Outside Machinist,Dry Docks,1,28,2006-03-06
9244,HI178036,John,Brown,Male,21.0,Outside Machinist,Storage Areas,4,28,2006-03-06
9245,HI834479,Thomas,Davis,Male,54.0,Outside Machinist,Administrative Offices,1,18,2006-03-13
9246,HI415520,James,Smith,Unknown,19.0,Outside Machinist,Slipways,4,22,2006-03-20
9247,HI439221,Sarah,Brown,Female,49.0,Outside Machinist,Outfitting Docks,1,28,2006-03-27
9248,HI436337,James,Brown,Male,21.0,Outside Machinist,Cranes and Heavy Lifting Equipment,3,18,2006-03-27
9249,HI620406,William,Johnson,Male,46.0,Outside Machinist,Administrative Offices,4,28,2006-04-17
9250,HI908284,Elizabeth,Martinez,Female,61.0,Outside Machinist,Administrative Offices,3,18,2006-05-22
9251,HI735768,Barbara,Rodriguez,Female,47.0,Outside Machinist,Storage Areas,3,22,2006-05-29
9252,HI053827,John,Rodriguez,Male,59.0,Outside Machinist,Testing Facilities,3,28,2006-06-05
9253,HI076537,Thomas,Rodriguez,Male,49.0,Outside Machinist,Fabrication Shops,2,25,2006-07-03
9254,HI641000,Michael,Garcia,Male,35.0,Outside Machinist,Fabrication Shops,2,25,2006-07-03
9255,HI333357,Joseph,Garcia,Male,51.0,Outside Machinist,Outfitting Docks,3,28,2006-07-10
9256,HI299568,Robert,Davis,Male,60.0,Outside Machinist,Fabrication Shops,1,28,2006-07-17
9257,HI831113,Sarah,Rodriguez,Female,47.0,Outside Machinist,Slipways,3,18,2006-07-31
9258,HI484669,David,Williams,Male,42.0,Outside Machinist,Outfitting Docks,2,28,2006-08-28
9259,HI005296,Joseph,Rodriguez,Male,40.0,Outside Machinist,Paint Shops,3,18,2006-08-28
9260,HI888933,Mary,Martinez,Female,35.0,Outside Machinist,Paint Shops,4,22,2006-10-23
9261,HI117870,James,Jones,Male,39.0,Outside Machinist,Outfitting Docks,1,28,2006-11-13
9262,HI529603,Karen,Miller,Female,61.0,Outside Machinist,Slipways,2,22,2006-12-11
9263,HI409567,Sarah,Williams,Unknown,58.0,Outside Machinist,Wet Docks,3,22,2007-01-08
9264,HI761897,Barbara,Martinez,Female,34.0,Outside Machinist,Dry Docks,3,22,2007-01-22
9265,HI499447,Mary,Martinez,Female,39.0,Outside Machinist,Storage Areas,3,25,2007-01-29
9266,HI904081,Joseph,Davis,Male,59.0,Outside Machinist,Slipways,2,18,2007-02-12
9267,HI072558,Richard,Martinez,Unknown,27.0,Outside Machinist,Administrative Offices,4,18,2007-02-26
9268,HI654789,James,Brown,Male,19.0,Outside Machinist,Dry Docks,4,18,2007-03-12
9269,HI809622,Richard,Brown,Male,34.0,Outside Machinist,Outfitting Docks,2,18,2007-04-02
9270,HI127426,Jessica,Williams,Female,18.0,Outside Machinist,Testing Facilities,3,18,2007-04-09
9271,HI343132,Jennifer,Williams,Female,65.0,Outside Machinist,Dry Docks,3,18,2007-05-07
9272,HI894596,William,Smith,Male,35.0,Outside Machinist,Cranes and Heavy Lifting Equipment,2,25,2007-05-07
9273,HI693246,Jessica,Williams,Female,27.0,Outside Machinist,Testing Facilities,1,22,2007-05-14
9274,HI530060,Karen,Johnson,Female,38.0,Outside Machinist,Dry Docks,3,28,2007-05-21
9275,HI227430,David,Rodriguez,Male,53.0,Outside Machinist,Slipways,3,25,2007-06-04
9276,HI950939,William,Garcia,Male,30.0,Outside Machinist,Administrative Offices,3,25,2007-06-04
9277,HI975683,Robert,Garcia,Male,52.0,Outside Machinist,Dry Docks,4,25,2007-07-02
9278,HI418548,Michael,Martinez,Male,60.0,Outside Machinist,Administrative Offices,3,18,2007-07-23
9279,HI877514,Sarah,Johnson,Female,49.0,Outside Machinist,Paint Shops,2,22,2007-08-20
9280,HI317937,Michael,Miller,Male,30.0,Outside Machinist,Testing Facilities,2,25,2007-08-20
9281,HI573386,Robert,Martinez,Male,20.0,Outside Machinist,Slipways,4,22,2007-08-27
9282,HI763503,Karen,Rodriguez,Female,18.0,Outside Machinist,Cranes and Heavy Lifting Equipment,3,25,2007-10-08
9283,HI322197,James,Miller,Male,64.0,Outside Machinist,Paint Shops,3,28,2007-10-15
9284,HI728052,Sarah,Johnson,Female,59.0,Outside Machinist,Testing Facilities,4,28,2007-10-15
9285,HI774286,Thomas,Smith,Male,51.0,Outside Machinist,Paint Shops,3,18,2007-10-22
9286,HI572191,Robert,Williams,Male,61.0,Outside Machinist,Testing Facilities,2,28,2007-11-05
9287,HI195515,Richard,Davis,Male,39.0,Outside Machinist,Fabrication Shops,1,25,2007-12-03
9288,HI025346,Mary,Johnson,Female,42.0,Outside Machinist,Fabrication Shops,2,28,2007-12-10
9289,HI885614,Michael,Miller,Male,44.0,Outside Machinist,Testing Facilities,1,18,2007-12-10
9290,HI986622,Jessica,Jones,Female,27.0,Outside Machinist,Cranes and Heavy Lifting Equipment,2,18,2007-12-10
9291,HI813362,Patricia,Jones,Female,18.0,Outside Machinist,Testing Facilities,3,25,2007-12-17
9292,HI222701,Karen,Smith,Female,44.0,Outside Machinist,Testing Facilities,3,28,2008-01-07
9293,HI705061,Jennifer,Davis,Female,52.0,Outside Machinist,Storage Areas,4,25,2008-01-21
9294,HI910856,John,Johnson,Male,41.0,Outside Machinist,Slipways,3,28,2008-03-03
9295,HI486206,Jessica,Smith,Female,20.0,Outside Machinist,Administrative Offices,3,22,2008-03-17
9296,HI582965,Thomas,Smith,Male,29.0,Outside Machinist,Outfitting Docks,1,18,2008-04-28
9297,HI034296,Patricia,Davis,Female,35.0,Outside Machinist,Fabrication Shops,2,22,2008-05-26
9298,HI666069,Thomas,Smith,Male,21.0,Outside Machinist,Testing Facilities,4,28,2008-06-09
9299,HI479514,William,Johnson,Male,54.0,Outside Machinist,Storage Areas,2,28,2008-06-23
9300,HI115760,James,Rodriguez,Male,43.0,Outside Machinist,Outfitting Docks,4,22,2008-07-14
9301,HI456482,Barbara,Johnson,Unknown,26.0,Outside Machinist,Testing Facilities,4,25,2008-07-21
9302,HI647096,John,Johnson,Male,42.0,Outside Machinist,Wet Docks,2,28,2008-08-11
9303,HI167431,Thomas,Jones,Male,51.0,Outside Machinist,Outfitting Docks,1,28,2008-08-18
9304,HI130995,William,Rodriguez,Male,38.0,Outside Machinist,Slipways,1,28,2008-08-25
9305,HI539343,Richard,Jones,Male,53.0,Outside Machinist,Wet Docks,1,25,2008-09-01
9306,HI367646,John,Jones,Male,49.0,Outside Machinist,Slipways,3,22,2008-09-08
9307,HI458889,Patricia,Smith,Unknown,29.0,Outside Machinist,Wet Docks,3,28,2008-09-22
9308,HI740820,Patricia,Williams,Unknown,53.0,Outside Machinist,Wet Docks,4,18,2008-10-06
9309,HI973693,David,Garcia,Male,42.0,Outside Machinist,Slipways,2,25,2008-12-01
9310,HI749539,James,Brown,Male,60.0,Outside Machinist,Administrative Offices,3,28,2008-12-08
9311,HI105209,Robert,Garcia,Unknown,38.0,Outside Machinist,Slipways,4,22,2009-01-05
9312,HI503007,William,Jones,Unknown,37.0,Outside Machinist,Testing Facilities,2,18,2009-01-19
9313,HI236690,Karen,Rodriguez,Female,49.0,Outside Machinist,Testing Facilities,3,28,2009-03-02
9314,HI787605,Elizabeth,Jones,Unknown,39.0,Outside Machinist,Testing Facilities,2,18,2009-04-06
9315,HI259775,Thomas,Garcia,Male,47.0,Outside Machinist,Fabrication Shops,1,22,2009-04-20
9316,HI146079,Elizabeth,Davis,Female,31.0,Outside Machinist,Testing Facilities,3,28,2009-05-04
9317,HI844074,Michael,Williams,Male,62.0,Outside Machinist,Storage Areas,1,25,2009-05-11
9318,HI963495,Jennifer,Garcia,Female,48.0,Outside Machinist,Fabrication Shops,1,22,2009-05-25
9319,HI134435,Sarah,Johnson,Female,31.0,Outside Machinist,Administrative Offices,2,28,2009-06-01
9320,HI176934,Richard,Johnson,Male,57.0,Outside Machinist,Dry Docks,1,28,2009-06-15
9321,HI034124,David,Jones,Male,40.0,Outside Machinist,Outfitting Docks,4,22,2009-06-29
9322,HI975338,Joseph,Miller,Male,29.0,Outside Machinist,Storage Areas,1,18,2009-07-06
9323,HI011235,Linda,Johnson,Female,40.0,Outside Machinist,Slipways,2,28,2009-08-24
9324,HI152305,Robert,Johnson,Male,55.0,Outside Machinist,Paint Shops,3,25,2009-09-14
9325,HI069643,Charles,Johnson,Male,49.0,Outside Machinist,Fabrication Shops,3,25,2009-09-21
9326,HI443227,Michael,Williams,Male,64.0,Outside Machinist,Testing Facilities,3,22,2009-09-21
9327,HI421100,John,Brown,Male,37.0,Outside Machinist,Storage Areas,3,22,2009-09-28
9328,HI873749,Michael,Rodriguez,Male,48.0,Outside Machinist,Cranes and Heavy Lifting Equipment,4,22,2009-10-12
9329,HI671362,Jessica,Williams,Female,44.0,Outside Machinist,Outfitting Docks,2,28,2009-10-19
9330,HI205004,Richard,Miller,Male,18.0,Outside Machinist,Dry Docks,2,22,2009-10-19
9331,HI446269,Patricia,Smith,Female,43.0,Outside Machinist,Storage Areas,3,22,2009-12-07
9332,HI604195,Karen,Johnson,Female,60.0,Outside Machinist,Outfitting Docks,2,18,2009-12-07
9333,HI786137,Mary,Davis,Female,51.0,Outside Machinist,Dry Docks,1,25,2009-12-14
9334,HI149786,David,Williams,Male,21.0,Outside Machinist,Administrative Offices,3,28,2009-12-14
9335,HI765227,Jessica,Brown,Unknown,63.0,Outside Machinist,Testing Facilities,1,22,2009-12-28
9336,HI514821,Robert,Rodriguez,Male,35.0,Outside Machinist,Slipways,2,25,2010-01-04
9337,HI407886,John,Brown,Male,53.0,Outside Machinist,Wet Docks,2,25,2010-01-11
9338,HI196683,Susan,Miller,Female,34.0,Outside Machinist,Testing Facilities,3,25,2010-01-11
